"Hound Hounder","M","Comics and Stories",253,1961,10,1961,1,16
"The Golden Nugget Boat","M","Uncle Scrooge",35,1961,9,1961,2,16
"Fast Away Castaway","M","Uncle Scrooge",35,1961,9,1961,2,24
"Gift Lion","M","Uncle Scrooge",35,1961,9,1961,2,24
"Jet Witch","M","Comics and Stories",254,1961,11,1961,3,13
"Boat Buster","M","Comics and Stories",255,1961,12,1961,3,20
"The Midas Touch","M","Uncle Scrooge",36,1961,12,1961,4,17
"Money Bag Goat","M","Uncle Scrooge",36,1961,12,1961,5,3
"Duckburg's Day of Peril","M","Uncle Scrooge",36,1961,12,1961,5,3
"Northeaster on Cape Quack","M","Comics and Stories",256,1962,1,1961,5,17
"Movie Mad","M","Comics and Stories",257,1962,2,1961,6,5
"Ten-Cent Valentine","M","Comics and Stories",258,1962,3,1961,6,14
"Cave of Ali Baba","M","Uncle Scrooge",37,1962,3,1961,7,7
"Deep Down Doings","M","Uncle Scrooge",37,1962,3,1961,7,13
"The Great Pop Up","M","Uncle Scrooge",37,1962,3,1961,8,22
"Jungle Bungle","M","Comics and Stories",259,1962,4,1961,9,14
"Merry Ferry","M","Comics and Stories",260,1962,5,1961,9,19
"The Unsafe Safe","M","Uncle Scrooge",38,1962,6,1961,10,11
"Much Luck McDuck","M","Uncle Scrooge",38,1962,6,1961,10,16
"Uncle Scrooge - Monkey Business","M","Uncle Scrooge",38,1962,6,1961,11,1
"Collection Day","M","Uncle Scrooge",38,1962,6,1961,11,1
"Seeing is Believing","M","Uncle Scrooge",38,1962,6,1961,11,1
"Playmates","M","Uncle Scrooge",38,1962,6,1961,11,1
"Rags to Riches","M","Comics and Stories",262,1962,7,1961,11,1
"Art Appreciation","M","Uncle Scrooge",39,1962,9,1961,11,1
"Flowers Are Flowers","M","Uncle Scrooge",54,1964,12,1961,11,1
"Madcap Inventors","M","Uncle Scrooge",38,1962,6,1961,11,3
"Medaling Around","M","Comics and Stories",261,1962,6,1961,11,16
"Way Out Yonder","M","Comics and Stories",262,1962,7,1961,12,5
"The Candy Kid","M","Comics and Stories",263,1962,8,1961,12,13
"A Spicy Tale","M","Uncle Scrooge",39,1962,9,1962,1,15
"Finny Fun","M","Uncle Scrooge",39,1962,9,1962,1,15
"Getting the Bird","M","Uncle Scrooge",39,1962,9,1962,1,15
"Nest Egg Collector","M","Uncle Scrooge",39,1962,9,1962,1,15
"Million-Dollar Shower","M","Comics and Stories",297,1965,6,1962,1,15
"Tricky Experiment","M","Uncle Scrooge",39,1962,9,1962,2,5
"Master Wrecker","M","Comics and Stories",264,1962,9,1962,2,9
"Raven Mad","M","Comics and Stories",265,1962,10,1962,2,17
"Stalwart Ranger","M","Comics and Stories",266,1962,11,1962,3,5
"Log Jockey","M","Comics and Stories",267,1962,12,1962,3,15
"Snow Duster","M","Uncle Scrooge",41,1963,3,1962,3,19
"Oddball Odyssey","M","Uncle Scrooge",40,1963,1,1962,4,12
"Posthasty Postman","M","Uncle Scrooge",40,1963,1,1962,4,18
"The Status Seeker","M","Uncle Scrooge",41,1963,3,1962,5,16
"A Matter of Factory","M","Comics and Stories",269,1963,2,1962,6,-1
"Christmas Cheers","M","Comics and Stories",268,1963,1,1962,6,4
"The Jinxed Jalopy Race","M","Comics and Stories",270,1963,3,1962,6,25
"For Old Dime's Sake","M","Uncle Scrooge",43,1963,7,1962,7,16
"A Stone's Throw from Ghost Town","M","Comics and Stories",271,1963,4,1962,8,11
"Spare That Hair","M","Comics and Stories",272,1963,5,1962,8,15
"A Duck's-eye View of Europe","M","Comics and Stories",273,1963,6,1962,8,27
"The Case of the Sticky Money","M","Uncle Scrooge",42,1963,5,1962,9,17
"Dueling Tycoons","M","Uncle Scrooge",42,1963,5,1962,9,24
"Wishful Excess","M","Uncle Scrooge",42,1963,5,1962,9,24
"Sidewalk of the Mind","M","Uncle Scrooge",42,1963,5,1962,9,24
"No Bargain","M","Uncle Scrooge",47,1964,2,1962,9,24
"Up and at It","M","Uncle Scrooge",47,1964,2,1962,9,24
"Gall of the Wild","M","Comics and Stories",274,1963,7,1962,10,10
"Zero Hero","M","Comics and Stories",275,1963,8,1962,10,29
"Beach Boy","M","Comics and Stories",276,1963,9,1962,11,13
"Crown of the Mayas","M","Uncle Scrooge",44,1963,8,1962,12,10
"The Invisible Intruder","M","Uncle Scrooge",44,1963,8,1962,12,26
"Isle of Golden Geese","M","Uncle Scrooge",45,1963,10,1963,1,28
"The Travel Tightwad","M","Uncle Scrooge",45,1963,10,1963,2,7
"The Duckburg Pet Parade","M","Comics and Stories",277,1963,10,1963,3,7
"A Helper's Helping Hand","M","Uncle Scrooge",46,1963,12,1963,3,19
"Have Gun, Will Dance","M","Comics and Stories",278,1963,11,1963,4,11
"Lost Beneath the Sea","M","Uncle Scrooge",46,1963,12,1963,5,27
"The Lemonade Fling","M","Uncle Scrooge",46,1963,12,1963,6,4
"Fireman Scrooge","M","Uncle Scrooge",46,1963,12,1963,6,7
"Saved by the Bag!","M","Uncle Scrooge",54,1964,12,1963,6,7
"Once Upon a Carnival","M","Comics and Stories",279,1963,12,1963,7,1
"Double Masquerade","M","Comics and Stories",280,1964,1,1963,7,15
"Man Versus Machine","M","Uncle Scrooge",47,1964,2,1963,7,22
"Ticking Detector","M","Uncle Scrooge",55,1965,2,1963,8,3
"It Happened One Winter","M","Uncle Scrooge",61,1966,1,1963,8,3
"The Thrifty Spendthrift","M","Uncle Scrooge",47,1964,2,1963,8,14
"Feud and Far Between","M","Comics and Stories",281,1964,2,1963,8,26
"Bubbleweight Champ","M","Comics and Stories",282,1964,3,1963,9,9
"Jonah Gyro","M","Uncle Scrooge",48,1964,3,1963,9,16
"The Many Faces of Magica de Spell","M","Uncle Scrooge",48,1964,3,1963,10,5
"Cap'n Blight's Mystery Ship","M","Comics and Stories",283,1964,4,1963,10,29
"The Loony Lunar Gold Rush","M","Uncle Scrooge",49,1964,5,1963,11,12
"The Olympian Torch Bearer","M","Comics and Stories",286,1964,7,1963,12,3
"Rug Riders in the Sky","M","Uncle Scrooge",50,1964,7,1963,12,26
"How Green Was My Lettuce","M","Uncle Scrooge",51,1964,8,1964,1,18
"The Great Wig Mystery","M","Uncle Scrooge",52,1964,9,1964,2,19
"Hero of the Dike","M","Comics and Stories",288,1964,9,1964,3,6
"Interplanetary Postman","M","Uncle Scrooge",53,1964,10,1964,3,27
"Unfriendly Enemies","M","Comics and Stories",289,1964,10,1964,4,6
"The Billion Dollar Safari","M","Uncle Scrooge",54,1964,12,1964,5,11
"Delivery Dilemma","M","Comics and Stories",291,1964,12,1964,5,25
"Instant Hercules","M","Comics and Stories",292,1965,1,1964,6,11
"McDuck of Arabia","M","Uncle Scrooge",55,1965,2,1964,7,13
"Mystery of the Ghost Town Railroad","M","Uncle Scrooge",56,1965,3,1964,8,31
"Duck Out of Luck","M","Comics and Stories",294,1965,3,1964,9,17
"The Lock Out","M","Uncle Scrooge",57,1965,5,1964,9,19
"The Bigger the Beggar","M","Uncle Scrooge",57,1965,5,1964,9,28
"Plummeting with Precision","M","Uncle Scrooge",57,1965,5,1964,9,28
"Snake Take","M","Uncle Scrooge",57,1965,5,1964,9,28
"The Swamp of No Return","M","Uncle Scrooge",57,1965,5,1964,10,30
"Monkey Business","M","Comics and Stories",297,1965,6,1964,11,16
"The Giant Robot Robbers","M","Uncle Scrooge",58,1965,7,1964,12,13
"Laundry for Less","M","Uncle Scrooge",58,1965,7,1964,12,21
"Long Distance Collision","M","Uncle Scrooge",58,1965,7,1964,12,21
"Top Wages","M","Uncle Scrooge",61,1966,1,1964,12,21
"North of the Yukon","M","Uncle Scrooge",59,1965,9,1965,1,25
"Down for the Count","M","Uncle Scrooge",61,1966,1,1965,2,1
"Wasted Words","M","Uncle Scrooge",61,1966,1,1965,2,8
"The Phantom of Notre Duck","M","Uncle Scrooge",60,1965,11,1965,3,4
"So Far and No Safari","M","Uncle Scrooge",61,1966,1,1965,4,1
"The Queen of the Wild Dog Pack","M","Uncle Scrooge",62,1966,3,1965,5,12
"House of Haunts","M","Uncle Scrooge",63,1966,5,1965,8,3
"Treasure of Marco Polo","M","Uncle Scrooge",64,1966,7,1965,10,13
"The Beauty Business","M","Comics and Stories",308,1966,5,1965,11,16
"Micro-Ducks from Outer Space","M","Uncle Scrooge",65,1966,9,1965,12,7
"The Not-so-Ancient Mariner","M","Comics and Stories",312,1966,9,1966,1,5
"The Heedless Horseman","M","Uncle Scrooge",66,1966,11,1966,2,15
"Hall of the Mermaid Queen","M","Uncle Scrooge",68,1967,3,1966,4,13
"The Doom Diamond","M","Uncle Scrooge",70,1967,7,1966,5,19
"The Cattle King","M","Uncle Scrooge",69,1967,5,1966,5,27
"King Scrooge the First","M","Uncle Scrooge",71,1967,10,1966,6,22
